ID,ILLUM,HUMID,CO2,SOUND,TEMP,RYTHM
464,334.81,74.82,435.7,29.56,20.44,76.5970745973516
465,309.68,64.47,532.05,26.87,19.79,79.69688011992218
466,514.45,70.54,563.74,40.73,18.68,84.2874119755192
467,399.29,62.45,454.53,28.7,20.99,78.49831892064799
468,418.03,71.3,587.47,35.02,19.88,84.9227429462932
469,454.94,73.46,468.75,27.47,21.16,79.5895723798111
470,485.68,63.36,510.03,30.29,20.16,81.1868509309399
471,435.74,62.95,489.69,29.07,20.35,79.79374077074036
472,476.45,70.5,490.27,41.75,17.86,79.71199104872213
473,466.82,61.01,490.91,26.77,23.16,82.95234557214667
474,481.99,68.66,482.62,26.82,22.07,81.41210207401659
475,435.44,69.09,537.99,25.66,20.38,81.46244565079425
476,389.91,60.34,531.11,26.98,20.17,80.77442708972154
477,523.11,65.72,512.93,34.87,21.54,84.14505659537976
478,391.83,67.46,488.67,29.37,20.18,79.24581666820978
479,406.42,67.79,512.32,20.78,22.9,82.00372930854601
480,421.65,62.86,470.51,33.73,19.56,78.74867864387977
481,514.33,69.9,477.86,40.09,19.73,81.29874738292582
482,407.8,58.63,443.47,32.62,20.02,77.66906539263695
483,482.6,68.85,501.61,33.95,22.43,84.13878158249304
484,431.37,68.28,497.87,35.93,18.49,79.30736049828337
485,399.1,63.06,452.42,29.51,18.69,75.85645194664271
486,530.73,69.51,479.04,26.05,16.1,74.4855326616643
487,524.2,66.22,490.26,35.69,17.87,78.92828258150877
488,392.01,60.81,524.51,32.14,20.21,81.53272191489214
489,493.01,68.37,480.9,30.87,23.26,83.60790140131053
490,440.35,61.77,495.02,15.21,24.43,82.16177821759537
491,448.51,71.69,443.51,30.25,18.72,76.01498333814524
492,350.6,63.68,499.58,25.63,21.78,80.57499460430628
493,326.68,68.79,468.03,14.06,23.39,78.5020668278155
494,582.22,66.8,484.85,38.42,21.54,83.9830830758525
495,484.27,59.6,417.33,38.51,20.98,79.32500012950992
496,448.66,60.13,506.07,36.63,21.5,83.50731069616
497,445.88,70.61,562.22,34.35,19.37,83.21708691360905
498,339.53,70.17,489.89,42.38,19.48,80.5994881402128
499,489.59,61.64,501.62,28.5,21.92,82.5324819904555
500,340.86,67.38,474.52,29.56,18.51,76.23314778350027
501,334.74,55.75,476.83,33.06,20.96,79.8516766955544
502,473.07,66.48,549.21,21.4,20.91,82.0934294217708
503,411.77,72.13,528.15,32.63,20.19,81.93994126005467
504,317.35,73.77,530.84,33.95,20.75,82.21225320304318
505,408.27,53.59,494.54,37.19,19.29,80.14481214821205
506,350.99,67.21,519.39,31.17,19.69,80.15404099446206
507,346.08,66.22,470.84,35.91,22.82,82.39786203880021
508,641.82,70.85,492.04,28.49,20.03,81.09964234772183
509,389.34,64.62,501.71,28.74,20.31,79.87648591311654
510,411.99,69.55,471.91,20.41,19.97,76.61320274120646
511,451.17,71.87,466.65,30.01,20.43,79.09894017305342
512,563.82,66.71,445.79,17.58,21.08,77.35644810813451
513,619.39,76.64,458.11,31.75,19.4,79.19725111407442
514,408.6,63.62,531.98,29.54,21.62,83.17000824133521
515,539.34,56.89,411.92,27.9,21.82,78.42766627169867
516,256.53,73.87,564.35,27.38,21.67,83.10790759190118
517,354.28,73.41,579.26,34.28,18.58,82.34112003877557
518,507.92,72.54,519.55,23.02,17.95,77.80836691372099
519,425.68,66.17,541.99,40.96,22.84,87.45067624117704
520,552.64,70.45,482.21,30.5,17.82,77.70331985573898
521,391.95,65.05,498.99,31.18,17.94,77.4649793657018
522,508.16,73.45,569.21,26.69,19.36,82.54944680967677
523,526.59,71.63,509.25,26.35,18.41,78.66045659704122
524,433.87,70.29,450.55,23.28,18.17,74.22311386972495
525,376.8,73.01,429.84,30.99,18.3,74.42974500770782
526,480.65,67.05,519.77,40.31,19.44,82.72460880404284
527,525.87,70.53,515.47,17.45,22.38,81.86813862118345
528,317.23,63.66,468.44,21.87,19.69,75.63104563457071
529,517.12,70.51,494.43,31.88,20.81,81.77321642506544
530,428.86,69.7,521.64,36.13,19.63,81.79650953248054
531,470.93,62.66,442.87,23.06,18.92,74.99636879713577
532,344.61,65.31,558.47,40.16,22.06,86.50299174663769
533,406.71,61.05,471.32,34.57,17.45,76.35433830644577
534,418.22,68.44,541.29,27.67,19.88,81.28562037156041
535,222.05,65.76,516.31,24.42,21.34,79.57023780557054
536,319.14,64.41,475.5,39.0,18.4,77.81918200438291
537,396.56,62.55,496.34,24.53,17.98,76.12300613399611
538,514.78,75.08,580.69,31.55,19.69,84.48814223973095
539,599.67,72.14,516.85,23.6,20.01,80.95874252759177
540,463.5,64.16,433.55,27.36,21.51,78.370393177833
541,445.1,76.24,454.04,19.93,19.33,75.1869807776269
542,391.45,64.43,458.14,31.47,18.49,76.2152878131985
543,413.52,66.8,547.91,25.42,19.95,81.20504876607548
544,302.26,69.76,559.13,33.05,20.03,82.41716850500833
545,191.13,66.46,505.33,38.35,24.47,85.18963641928825
546,382.61,63.93,441.07,33.91,17.46,74.59809373379812
547,396.79,60.78,509.56,27.24,20.48,80.2177068560495
548,553.94,68.17,528.24,26.99,20.03,81.8146381810156
549,337.59,69.07,436.66,28.45,22.64,79.02929931596304
550,392.91,69.08,486.31,27.45,21.54,80.36212075380121
551,473.42,73.04,537.09,29.66,20.79,82.9926867035339
552,414.09,63.77,543.28,19.36,23.75,84.26184391618851
553,323.12,60.26,555.3,29.45,18.02,79.34313209975895
554,407.74,65.87,462.36,25.91,21.66,79.18107404753367
555,454.17,68.73,562.74,33.79,22.23,86.55509484442669
556,369.88,56.43,401.18,26.97,19.61,73.75764428552725
557,419.24,66.64,449.75,37.67,19.33,78.2398118885883
558,447.09,74.98,467.79,16.6,21.02,77.19018825675072
559,334.51,61.74,529.77,32.39,18.39,79.22786689101514
560,571.56,68.59,423.89,37.54,20.12,79.15196744350854
561,429.85,63.52,474.59,30.8,20.47,79.50478039142341
562,415.38,67.12,470.44,30.9,19.88,78.51621517480879
563,491.46,64.29,529.45,23.17,19.01,79.41874477047512
564,400.3,72.74,532.7,31.47,20.29,81.95371390662967
565,424.15,64.17,478.11,24.49,19.35,77.07847675075318
566,516.41,71.69,463.73,38.38,17.17,77.30465784945005
567,309.84,68.72,515.29,18.31,18.57,75.79435811103014
568,295.59,65.07,487.57,26.88,25.89,84.6190361727574
569,487.21,73.16,516.39,27.69,17.91,78.35476645142691
570,334.26,65.85,476.42,32.64,19.82,78.40877759147571
571,317.09,56.22,537.43,40.14,21.03,84.06303030001034
572,512.91,72.64,470.48,25.31,16.81,74.62014277580772
573,414.05,67.71,533.11,36.5,18.14,80.5468594610594
574,540.5,70.33,449.13,40.71,17.44,77.57759685152263
575,376.09,59.06,409.51,32.91,24.04,80.56362067412385
576,396.42,63.33,494.98,36.19,22.0,83.05257113371124
577,460.97,61.55,483.66,37.92,18.73,79.54221311917236
578,521.01,70.81,501.11,25.58,22.17,82.48707000347987
579,418.91,73.85,403.89,27.68,18.6,73.24117865262485
580,378.56,62.32,517.29,34.14,18.84,79.8626045707002
581,339.69,60.03,457.73,37.32,22.23,81.304236053954
582,460.84,65.38,469.39,23.78,19.86,77.42178478036843
583,460.36,71.84,480.97,25.65,21.26,79.97787419479897
584,361.73,62.69,606.54,26.98,22.61,87.00275171490506
585,516.95,64.91,571.34,32.14,18.67,82.97891403213177
586,423.43,73.03,547.52,30.43,19.15,81.30845350075776
587,408.48,72.34,541.4,28.96,19.65,81.19374693722281
588,533.41,62.46,498.38,26.84,21.25,81.62528178391624
589,514.2,73.91,517.72,29.86,20.97,82.65246027370975
590,363.72,70.34,455.34,19.85,21.66,77.30212923902616
591,548.6,59.28,495.5,32.61,19.13,80.25321214361426
592,319.63,64.05,479.97,42.39,21.05,81.80776862497629
593,452.09,68.04,497.41,26.48,20.92,80.45755099901629
594,588.84,59.48,490.26,38.81,19.61,82.10725583477434
595,305.59,66.34,494.9,40.45,18.97,79.58559182524155
596,331.22,68.92,498.02,30.24,18.93,77.90043661123366
597,408.05,64.89,503.25,35.37,19.18,80.07337780536969
598,518.58,72.27,537.05,22.27,21.5,82.74751912520098
599,434.14,67.18,512.59,34.33,20.0,81.49027346292233
600,452.69,61.15,516.44,26.03,18.61,78.5718899742644
601,417.02,63.26,510.1,33.36,20.72,81.88674517069751
602,513.18,66.79,467.57,36.01,20.32,80.69318916839129
603,323.58,70.01,581.43,25.41,19.42,81.44504541055474
604,457.41,64.64,449.34,26.55,19.85,76.96776004337829
605,451.79,64.81,479.34,25.42,18.74,76.82904991590183
606,501.35,60.53,491.91,33.56,20.06,80.97297244637146
607,363.12,64.42,541.6,25.98,15.93,75.88639770508354
608,429.43,54.46,466.26,37.87,21.44,81.62443102665426
609,601.69,62.27,513.35,34.59,21.75,84.99829206596152
610,507.02,67.15,465.89,22.05,15.84,72.57794198956526
611,492.1,64.26,487.15,29.75,18.62,78.23634773738496
612,502.24,59.73,508.08,37.84,20.06,82.58795726400137
613,466.69,74.42,450.15,35.7,21.82,81.1821198813667
614,510.18,62.33,489.15,36.04,18.77,79.88509669657722
615,415.71,72.92,578.54,33.81,20.81,85.33245637917503
616,554.6,68.23,451.62,36.05,15.29,74.37818623987911
617,382.99,75.37,569.44,29.35,20.15,82.98520840225905
618,549.94,66.77,541.59,27.54,17.67,79.7574910476728
619,396.01,65.32,506.07,33.56,17.7,78.01945993249161
620,426.43,64.94,511.59,22.77,19.05,78.00501970433555
621,496.46,71.67,506.02,23.78,18.54,77.91047236171683
622,468.18,60.39,499.39,37.14,20.35,82.0988948261608
623,414.54,63.83,471.22,37.01,20.2,80.11654923091552
624,604.84,63.33,425.31,24.95,20.86,77.89789872780892
625,408.96,64.41,410.76,40.17,19.99,77.5600765080017
626,403.39,69.81,481.78,26.01,19.19,77.19343102575223
627,410.23,67.59,523.99,34.1,20.46,82.3331861473411
628,504.22,70.2,512.51,21.19,18.79,78.07011830126518
629,542.63,66.71,529.89,28.96,19.3,81.32977534648776
630,480.15,62.97,624.89,35.84,19.7,87.16310814585208
631,502.93,75.33,455.46,27.95,16.75,74.26836832091399
632,346.62,73.09,472.38,17.08,21.38,77.10483076421912
633,417.19,55.89,443.52,37.17,20.82,79.57619639046158
634,564.62,60.59,450.62,33.33,19.2,78.46727170921183
635,465.63,57.48,410.19,46.61,20.4,79.73572082808414
636,522.57,64.45,440.81,26.73,21.39,78.93487322018683
637,365.65,66.42,469.64,30.11,20.83,79.03199714313527
638,407.76,62.65,463.12,30.13,21.95,80.3827535471566
639,490.16,68.75,446.8,19.41,19.02,74.744408568437
640,511.14,73.54,514.14,22.92,17.48,77.00583782951449
641,275.67,66.66,519.74,32.57,20.25,80.48638849101417
642,251.43,66.27,521.58,24.27,19.74,78.15511020566217
643,416.07,70.99,636.3,37.93,16.37,83.68612374614483
644,477.3,68.91,535.76,26.58,16.36,77.16200128992293
645,557.14,64.2,510.56,28.48,19.39,80.53842965923714
646,452.28,68.4,354.59,41.63,19.81,75.31020927582647
647,508.39,72.28,443.12,34.34,20.32,79.16191936554196
648,626.57,75.41,507.22,18.13,20.11,79.76709712263141
649,517.51,63.42,501.32,18.01,17.84,75.90897434896289
650,513.48,62.26,496.91,33.46,21.43,82.89796009966236
651,386.46,65.68,437.97,35.8,20.89,78.8749456765533
652,553.89,58.9,489.98,35.24,19.98,81.54457728459946
653,493.2,59.25,549.43,35.52,19.09,82.89399320566979
654,330.99,61.56,487.47,33.39,18.96,78.04666878675704
655,546.47,78.43,514.34,13.34,19.01,77.22559217940838
656,438.74,66.06,484.49,30.68,18.61,77.84394784521302
657,434.62,65.12,540.18,34.84,19.99,82.89751736158675
658,440.1,67.33,524.27,20.5,19.66,78.99290273550463
659,473.19,63.82,523.85,33.85,18.39,80.36342046250641
660,376.68,61.21,559.33,31.79,19.61,82.29529781369409
661,568.0,68.15,477.54,22.12,21.23,79.96786293186886
662,488.49,61.43,414.28,29.2,20.26,76.5491491281087
663,372.81,64.95,512.9,30.04,19.27,79.30916321115595
664,552.45,64.23,545.09,27.6,21.09,83.96852366330947
665,408.85,57.4,479.23,26.92,23.62,82.49112500499301
666,362.21,67.24,521.25,32.25,19.57,80.40471779596079
667,476.88,67.59,474.33,24.12,22.51,80.9634127225525
668,355.96,68.63,523.29,23.45,18.93,77.97960344597145
669,337.81,66.86,563.76,34.91,17.24,80.01893071111783
670,417.91,74.42,503.08,39.05,18.72,80.32567116751034
671,474.68,67.83,477.05,29.1,20.1,79.22167620307796
672,463.95,69.81,490.72,28.76,19.16,78.61660126590778
673,378.55,61.62,448.47,22.14,21.73,77.62554665969071
674,476.15,75.47,497.76,30.76,18.49,78.65691524895874
675,389.66,57.28,447.41,31.04,23.58,81.57604738878148
676,502.85,63.61,528.29,34.98,21.35,84.5105349322284
677,497.11,69.16,558.35,24.09,22.63,85.26911220465325
678,379.79,69.86,545.41,26.84,18.9,79.85635393749652
679,346.56,73.59,554.21,24.13,22.36,83.53357902370831
680,414.04,72.84,565.88,21.7,19.74,81.09232886980455
681,352.26,60.77,508.31,26.31,21.8,81.1611618902646
682,500.72,67.13,537.88,27.35,21.69,83.85738248450608
683,347.56,56.8,499.61,37.12,20.55,81.3552209392372
684,314.92,61.62,467.21,41.21,19.43,79.029876159205
685,307.25,62.31,527.04,38.03,21.68,83.8373073468376
686,501.56,67.32,462.4,29.37,18.62,77.05934679900881
687,445.37,68.21,520.6,24.84,20.57,80.77702464035502
688,254.0,59.79,546.05,31.44,19.71,80.70936787716965
689,324.91,69.28,467.7,19.54,19.22,74.65156596441625
690,437.67,64.5,452.2,33.64,21.86,80.68705754286734
691,498.77,62.01,536.85,28.49,22.17,84.5783274322543
692,413.45,62.18,457.21,34.95,18.69,77.2656037425379
693,420.23,69.05,537.76,28.42,17.77,78.80517342434212
694,577.42,59.65,445.78,36.23,19.5,79.25996912611285
695,388.17,68.09,489.09,26.66,17.81,75.92589160684321
696,349.36,71.26,489.71,33.67,21.92,81.83052482862394
697,490.52,76.76,479.59,23.33,21.19,79.62262186419
698,484.76,67.23,548.47,23.38,20.68,82.27091765599279
699,286.85,62.83,542.19,39.77,22.88,86.14091288528871
700,405.17,71.79,462.71,30.38,22.6,81.15344359738364
701,555.7,68.34,498.53,33.89,16.8,77.97261692544109
702,335.1,65.71,431.51,37.33,19.18,76.44078155858318
703,419.66,78.27,517.67,32.9,17.71,78.64827668931697
704,440.15,68.74,489.35,26.08,19.22,77.90335355812326
705,512.7,67.44,518.06,32.46,19.5,81.44033783276453
706,407.44,56.79,560.7,30.4,21.27,84.28731681355582
707,466.05,65.37,502.1,23.48,22.9,82.53127817656875
708,437.0,70.58,570.01,30.0,20.62,84.13181394279025
709,555.17,72.11,506.37,27.02,19.89,80.62367255554332
710,427.35,74.58,512.26,23.92,21.29,80.8970276018656
711,443.27,61.04,531.0,33.55,20.07,82.37212013256037
712,477.47,67.03,639.14,25.28,18.34,84.16051600719338
713,415.28,65.16,568.23,29.44,21.55,84.85108562013798
714,402.89,73.44,548.27,14.45,22.24,81.6769377307003
715,419.47,60.4,498.3,13.49,21.77,78.69096949288041
716,486.53,62.02,485.3,39.77,19.59,81.19965986743506
717,364.0,61.41,553.77,28.59,17.81,79.18948365516086
718,402.67,66.53,542.36,17.53,20.61,80.08345622083966
719,397.77,68.7,550.07,34.29,21.48,84.70849589363269
720,486.09,62.72,510.67,40.89,19.78,82.84743760728313
721,575.27,70.91,446.82,33.55,19.87,79.20204643111043
722,484.73,60.93,496.54,35.5,17.47,78.3990220978265
723,460.33,75.35,503.7,28.5,22.02,82.51004399085221
724,380.75,71.29,515.56,31.02,20.18,80.7599226199642
725,425.79,72.85,476.53,32.25,16.59,75.29605637325658
726,479.27,64.91,484.62,29.74,22.97,83.11193241765417
727,442.88,66.29,441.67,36.16,18.19,76.41507455640499
728,497.3,64.49,447.6,24.38,18.83,75.58968913426705
729,343.97,59.26,554.5,29.39,17.57,78.93561501130716
730,479.81,65.8,499.66,39.94,15.96,77.60434164772889
731,342.94,62.11,546.14,29.49,18.66,79.82685885588114
732,394.31,66.79,473.17,34.26,20.24,79.55358228993327
733,356.18,72.63,504.18,27.64,19.07,78.053794458857
734,444.04,72.3,483.75,33.21,20.02,80.0006539986746
735,462.31,65.08,426.0,38.66,22.71,81.61779657770398
736,474.26,67.05,517.02,36.02,20.37,82.79352136201001
737,498.71,63.22,469.06,35.23,18.38,78.21778890363893
738,510.89,68.68,558.96,23.87,18.68,80.73401334342066
739,452.14,75.57,579.45,30.76,18.06,81.85098061699946
740,538.8,57.02,494.62,27.38,18.15,77.959055755648
741,528.06,64.93,522.08,40.25,20.71,84.69992734773044
742,545.65,66.14,483.97,31.65,19.26,79.64424048636002
743,347.88,71.73,570.28,29.41,20.86,83.58320058482818
744,369.44,71.3,569.25,39.05,20.54,85.21954861167518
745,308.65,70.92,479.08,33.87,17.21,75.50522453904908
746,488.99,54.1,446.35,22.87,23.29,80.39896431433836
747,463.37,57.59,538.41,33.21,20.37,83.1749548579993
748,543.09,72.81,480.47,24.06,19.15,77.84345024493734
749,381.4,68.25,478.52,32.08,19.94,78.92507426317536
750,510.41,65.83,496.33,30.64,17.64,77.84789193945434
751,426.19,64.17,533.04,32.53,22.05,84.45319369826623
752,518.98,57.0,484.65,28.09,20.19,79.85381820603067
753,440.74,64.08,453.08,38.31,21.48,81.22137876988353
754,420.01,68.1,541.42,41.73,20.41,84.67716195800551
755,478.61,67.1,557.23,36.09,19.13,83.30509565884029
756,377.94,69.84,500.01,30.85,20.59,80.44336564069232
757,535.46,64.48,550.75,34.89,20.22,84.50438649525599
758,370.64,66.18,567.97,23.87,17.62,78.77494370580564
759,303.03,60.16,469.35,34.15,21.03,79.5313885475664
760,510.95,66.79,476.89,24.49,22.29,81.17790645891213
761,412.93,59.52,530.76,41.73,18.13,81.43651179857814
762,459.98,67.28,500.75,27.41,21.71,81.78977486789819
763,344.15,69.08,525.81,21.81,19.94,78.86747778629609
764,408.81,65.43,460.45,39.54,18.36,77.892497042276
765,586.04,80.14,435.41,27.05,20.68,78.42534310504817
766,415.48,57.22,524.17,19.48,20.04,79.03345433242313
767,569.1,70.99,521.69,22.01,16.21,76.17128876461005
768,506.88,61.57,433.56,33.86,20.03,78.25977811444807
769,428.22,66.13,497.76,22.18,20.61,79.07495057071449
770,538.25,65.59,529.91,38.92,19.75,83.7702206509966
771,446.19,67.78,523.41,34.14,20.21,82.31370002578551
772,305.19,63.24,477.79,32.77,21.56,80.30331673594412
773,481.5,75.27,455.82,30.57,18.1,76.2064762933579
774,381.06,76.08,511.15,33.21,19.95,80.7105858877585
775,468.81,69.15,570.02,30.46,19.78,83.4965693423685
776,381.0,71.34,458.59,36.56,19.14,77.90911157438086
777,409.41,61.14,476.53,37.29,19.1,79.09216757410107
778,383.94,71.63,507.82,15.61,21.41,78.84691660665558
779,513.91,59.8,546.16,25.69,19.86,81.88852047367854
780,456.9,70.93,502.55,28.34,17.39,76.96455156683015
781,533.45,61.13,428.63,31.21,18.76,76.23374693612215
782,492.75,71.5,495.72,32.11,18.98,79.53396040627285
783,330.17,67.71,508.71,30.33,18.58,78.0085216767813
784,412.06,66.57,522.75,22.88,20.72,80.40029276699394
785,360.91,71.21,450.57,42.88,21.18,80.99149521165111
786,378.16,58.82,462.9,33.73,18.56,76.85769344634417
787,310.41,69.04,527.76,32.25,18.41,78.93135231344164
788,504.03,71.49,518.46,40.84,19.65,83.20302660338777
789,465.31,73.23,507.18,29.62,20.14,80.73019707182206
790,431.26,53.25,380.84,33.84,23.82,79.57101123444238
791,347.68,66.08,508.22,37.25,21.34,82.71883221950394
792,156.05,59.99,489.75,28.91,21.13,78.39663994486807
793,489.39,72.05,426.38,37.57,19.62,78.01907841451236
794,362.73,69.28,482.62,29.94,19.3,77.79891463292145
795,421.39,55.97,451.86,29.25,18.96,76.27765093751373
796,572.9,59.42,502.12,36.12,19.7,82.12215710719333
797,460.78,64.28,560.54,31.2,15.11,77.64543220172993
798,499.75,67.2,536.88,30.68,17.57,79.61976051449953
799,453.78,58.24,442.83,26.21,20.58,77.41763427692229
